step,t,sample,metric,region,value,protocol
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.008818328380584717,trajectory_cfg
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.014587492682039738,trajectory_cfg
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.3334583044052124,trajectory_cfg
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21647824347019196,trajectory_cfg
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.26408886909484863,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,3.6869733333587646,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.765325129032135,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,1.9544293880462646,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.021766217425465584,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.00872103776782751,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.014030393213033676,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.33454662561416626,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21582430601119995,trajectory_cfg
20,0.8821,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.26414403319358826,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,3.481227159500122,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.7499470114707947,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,1.8615715503692627,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.020775336772203445,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.008690428920090199,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.013608958572149277,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.3306954503059387,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21711105108261108,trajectory_cfg
21,0.8732,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.2633396089076996,trajectory_cfg
22,0.8639,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,3.3567662239074707,trajectory_cfg
22,0.8639,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.7500272393226624,trajectory_cfg
22,0.8639,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,1.810963749885559,trajectory_cfg
22,0.8639,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.020002910867333412,trajectory_cfg
