pair,model,experiment_id,step,sample,metric,region,value,value_norm,comparability
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00030225,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00493795,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.81801081,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95630956,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.90002233,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.15193003,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.09894884,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,23.7221,1.840506171977438,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,10.088838,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.306982,1.1853436207202532,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.456518,0.8416776930286886,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.01170658,,normalized_only
